"Year
of
Death","Geographic
Region",State of Death,Sex,"Veteran
Suicides"
2020,Midwestern,Kansas,All,58
2020,Midwestern,Michigan,Male,167
2020,Midwestern,Michigan,Female,11
2020,Midwestern,Michigan,All,178
2020,Midwestern,Minnesota,Male,80-90
2020,Midwestern,Minnesota,Female,<10
2020,Midwestern,Minnesota,All,88
2020,Midwestern,Missouri,Male,150-160
2020,Midwestern,Missouri,Female,<10
2020,Midwestern,Missouri,All,166
2020,Midwestern,Nebraska,Male,40-50
2020,Midwestern,Nebraska,Female,<10
2020,Midwestern,Nebraska,All,50
2020,Midwestern,North Dakota,Male,20-30
2020,Midwestern,North Dakota,Female,<10
2020,Midwestern,North Dakota,All,23
2020,Midwestern,Ohio,Male,217
2020,Midwestern,Ohio,Female,13
2020,Midwestern,Ohio,All,230
2020,Midwestern,South Dakota,Male,20-30
2020,Midwestern,South Dakota,Female,<10
2020,Midwestern,South Dakota,All,26
2020,Midwestern,Wisconsin,Male,120-130
2020,Midwestern,Wisconsin,Female,<10
2020,Midwestern,Wisconsin,All,138
2020,Southern,Alabama,Male,120-130
2020,Southern,Alabama,Female,<10
2020,Southern,Alabama,All,126
2020,Southern,Arkansas,Male,80-90
2020,Southern,Arkansas,Female,<10
2020,Southern,Arkansas,All,89
2020,Southern,Delaware,Male,20-30
2020,Southern,Delaware,Female,<10
2020,Southern,Delaware,All,22
2020,Southern,District of Columbia,Male,<10
2020,Southern,District of Columbia,Female,<10
2020,Southern,District of Columbia,All,<10
2020,Southern,Florida,Male,471
2020,Southern,Florida,Female,22
2020,Southern,Florida,All,493
2020,Southern,Georgia,Male,170-180
2020,Southern,Georgia,Female,<10
2020,Southern,Georgia,All,183
2020,Southern,Kentucky,Male,110-120
2020,Southern,Kentucky,Female,<10
2020,Southern,Kentucky,All,119
2020,Southern,Louisiana,Male,80-90
2020,Southern,Louisiana,Female,<10
2020,Southern,Louisiana,All,86
2020,Southern,Maryland,Male,70-80
2020,Southern,Maryland,Female,<10
2020,Southern,Maryland,All,79
2020,Southern,Mississippi,Male,50-60
2020,Southern,Mississippi,Female,<10
2020,Southern,Mississippi,All,57
2020,Southern,North Carolina,Male,186
2020,Southern,North Carolina,Female,13
2020,Southern,North Carolina,All,199
2020,Southern,Oklahoma,Male,100-110
2020,Southern,Oklahoma,Female,<10
2020,Southern,Oklahoma,All,110
2020,Southern,South Carolina,Male,110-120
2020,Southern,South Carolina,Female,<10
2020,Southern,South Carolina,All,118
2020,Southern,Tennessee,Male,170-180
2020,Southern,Tennessee,Female,<10
2020,Southern,Tennessee,All,182
2020,Southern,Texas,Male,500
2020,Southern,Texas,Female,26
2020,Southern,Texas,All,526
2020,Southern,Virginia,Male,164
2020,Southern,Virginia,Female,17
2020,Southern,Virginia,All,181
2020,Southern,West Virginia,Male,60-70
2020,Southern,West Virginia,Female,<10
2020,Southern,West Virginia,All,66
2020,Western,Alaska,Male,30-40
2020,Western,Alaska,Female,<10
2020,Western,Alaska,All,32
2020,Western,Arizona,Male,190-200
2020,Western,Arizona,Female,<10
2020,Western,Arizona,All,200
2020,Western,California,Male,424
2020,Western,California,Female,15
2020,Western,California,All,439
2020,Western,Colorado,Male,140-150
2020,Western,Colorado,Female,<10
2020,Western,Colorado,All,154
2020,Western,Hawaii,Male,20-30
2020,Western,Hawaii,Female,<10
2020,Western,Hawaii,All,24
2020,Western,Idaho,Male,50-60
2020,Western,Idaho,Female,<10
2020,Western,Idaho,All,57
2020,Western,Montana,Male,50-60
2020,Western,Montana,Female,<10
2020,Western,Montana,All,53
2020,Western,Nevada,Male,100-110
2020,Western,Nevada,Female,<10
2020,Western,Nevada,All,106
2020,Western,New Mexico,Male,50-60
2020,Western,New Mexico,Female,<10
2020,Western,New Mexico,All,60
2020,Western,Oregon,Male,120-130
2020,Western,Oregon,Female,<10
2020,Western,Oregon,All,128
2020,Western,Utah,Male,60-70
2020,Western,Utah,Female,<10
2020,Western,Utah,All,66
2020,Western,Washington,Male,170-180
2020,Western,Washington,Female,<10
2020,Western,Washington,All,181
2020,Western,Wyoming,Male,30-40
2020,Western,Wyoming,Female,<10
2020,Western,Wyoming,All,37
2020,All,U.S. Total,Male,5870
2020,All,U.S. Total,Female,276
2020,All,U.S. Total,All,6146
