"Year
of
Death","Geographic
Region",State of Death,Sex,"Veteran
Suicides"
2010,Southern,Louisiana,Male,100-110
2010,Southern,Louisiana,Female,<10
2010,Southern,Louisiana,All,107
2010,Southern,Maryland,Male,70-80
2010,Southern,Maryland,Female,<10
2010,Southern,Maryland,All,82
2010,Southern,Mississippi,Male,70-80
2010,Southern,Mississippi,Female,<10
2010,Southern,Mississippi,All,77
2010,Southern,North Carolina,Male,180-190
2010,Southern,North Carolina,Female,<10
2010,Southern,North Carolina,All,194
2010,Southern,Oklahoma,Male,110-120
2010,Southern,Oklahoma,Female,<10
2010,Southern,Oklahoma,All,115
2010,Southern,South Carolina,Male,110-120
2010,Southern,South Carolina,Female,<10
2010,Southern,South Carolina,All,119
2010,Southern,Tennessee,Male,130-140
2010,Southern,Tennessee,Female,<10
2010,Southern,Tennessee,All,143
2010,Southern,Texas,Male,481
2010,Southern,Texas,Female,19
2010,Southern,Texas,All,500
2010,Southern,Virginia,Male,160-170
2010,Southern,Virginia,Female,<10
2010,Southern,Virginia,All,170
2010,Southern,West Virginia,Male,50-60
2010,Southern,West Virginia,Female,<10
2010,Southern,West Virginia,All,60
2010,Western,Alaska,Male,20-30
2010,Western,Alaska,Female,<10
2010,Western,Alaska,All,26
2010,Western,Arizona,Male,190-200
2010,Western,Arizona,Female,<10
2010,Western,Arizona,All,201
2010,Western,California,Male,541
2010,Western,California,Female,27
2010,Western,California,All,568
2010,Western,Colorado,Male,130-140
2010,Western,Colorado,Female,<10
2010,Western,Colorado,All,142
2010,Western,Hawaii,Male,20-30
2010,Western,Hawaii,Female,<10
2010,Western,Hawaii,All,21
2010,Western,Idaho,Male,50-60
2010,Western,Idaho,Female,<10
2010,Western,Idaho,All,59
2010,Western,Montana,Male,50-60
2010,Western,Montana,Female,<10
2010,Western,Montana,All,59
2010,Western,Nevada,Male,110-120
2010,Western,Nevada,Female,<10
2010,Western,Nevada,All,120
2010,Western,New Mexico,Male,60-70
2010,Western,New Mexico,Female,<10
2010,Western,New Mexico,All,71
2010,Western,Oregon,Male,130-140
2010,Western,Oregon,Female,<10
2010,Western,Oregon,All,135
2010,Western,Utah,Male,60-70
2010,Western,Utah,Female,<10
2010,Western,Utah,All,67
2010,Western,Washington,Male,168
2010,Western,Washington,Female,12
2010,Western,Washington,All,180
2010,Western,Wyoming,Male,20-30
2010,Western,Wyoming,Female,<10
2010,Western,Wyoming,All,27
2010,All,U.S. Total,Male,6313
2010,All,U.S. Total,Female,235
2010,All,U.S. Total,All,6548
2011,Northeastern,Connecticut,Male,50-60
2011,Northeastern,Connecticut,Female,<10
2011,Northeastern,Connecticut,All,55
2011,Northeastern,Maine,Male,40-50
2011,Northeastern,Maine,Female,<10
2011,Northeastern,Maine,All,49
2011,Northeastern,Massachusetts,Male,60-70
2011,Northeastern,Massachusetts,Female,<10
2011,Northeastern,Massachusetts,All,72
2011,Northeastern,New Hampshire,Male,30-40
2011,Northeastern,New Hampshire,Female,<10
2011,Northeastern,New Hampshire,All,33
2011,Northeastern,New Jersey,Male,70-80
2011,Northeastern,New Jersey,Female,<10
2011,Northeastern,New Jersey,All,75
2011,Northeastern,New York,Male,219
2011,Northeastern,New York,Female,10
2011,Northeastern,New York,All,229
2011,Northeastern,Pennsylvania,Male,258
2011,Northeastern,Pennsylvania,Female,11
2011,Northeastern,Pennsylvania,All,269
2011,Northeastern,Rhode Island,Male,10-20
2011,Northeastern,Rhode Island,Female,<10
2011,Northeastern,Rhode Island,All,17
2011,Northeastern,Vermont,Male,20-30
2011,Northeastern,Vermont,Female,<10
2011,Northeastern,Vermont,All,29
2011,Midwestern,Illinois,Male,150-160
2011,Midwestern,Illinois,Female,<10
2011,Midwestern,Illinois,All,158
2011,Midwestern,Indiana,Male,120-130
2011,Midwestern,Indiana,Female,<10
2011,Midwestern,Indiana,All,131
2011,Midwestern,Iowa,Male,70-80
2011,Midwestern,Iowa,Female,<10
2011,Midwestern,Iowa,All,78
2011,Midwestern,Kansas,Male,50-60
2011,Midwestern,Kansas,Female,<10
2011,Midwestern,Kansas,All,59
2011,Midwestern,Michigan,Male,180-190
2011,Midwestern,Michigan,Female,<10
2011,Midwestern,Michigan,All,192
2011,Midwestern,Minnesota,Male,100-110
2011,Midwestern,Minnesota,Female,<10
2011,Midwestern,Minnesota,All,109
2011,Midwestern,Missouri,Male,140-150
2011,Midwestern,Missouri,Female,<10
2011,Midwestern,Missouri,All,145
2011,Midwestern,Nebraska,Male,30-40
2011,Midwestern,Nebraska,Female,<10
2011,Midwestern,Nebraska,All,39
2011,Midwestern,North Dakota,Male,20-30
2011,Midwestern,North Dakota,Female,<10
2011,Midwestern,North Dakota,All,22
2011,Midwestern,Ohio,Male,240-250
2011,Midwestern,Ohio,Female,<10
2011,Midwestern,Ohio,All,250
2011,Midwestern,South Dakota,Male,10-20
2011,Midwestern,South Dakota,Female,<10
2011,Midwestern,South Dakota,All,23
2011,Midwestern,Wisconsin,Male,100-110
2011,Midwestern,Wisconsin,Female,<10
2011,Midwestern,Wisconsin,All,110
2011,Southern,Alabama,Male,120-130
2011,Southern,Alabama,Female,<10
2011,Southern,Alabama,All,127
2011,Southern,Arkansas,Male,80-90
2011,Southern,Arkansas,Female,<10
2011,Southern,Arkansas,All,83
2011,Southern,Delaware,Male,10-20
2011,Southern,Delaware,Female,<10
2011,Southern,Delaware,All,16
2011,Southern,District of Columbia,Male,<10
2011,Southern,District of Columbia,Female,<10
2011,Southern,District of Columbia,All,<10
2011,Southern,Florida,Male,525
2011,Southern,Florida,Female,22
2011,Southern,Florida,All,547
2011,Southern,Georgia,Male,180-190
2011,Southern,Georgia,Female,<10
2011,Southern,Georgia,All,193
2011,Southern,Kentucky,Male,110-120
2011,Southern,Kentucky,Female,<10
2011,Southern,Kentucky,All,115
2011,Southern,Louisiana,Male,80-90
2011,Southern,Louisiana,Female,<10
2011,Southern,Louisiana,All,82
2011,Southern,Maryland,Male,80-90
2011,Southern,Maryland,Female,<10
2011,Southern,Maryland,All,92
2011,Southern,Mississippi,Male,50-60
2011,Southern,Mississippi,Female,<10
2011,Southern,Mississippi,All,63
2011,Southern,North Carolina,Male,190-200
2011,Southern,North Carolina,Female,<10
2011,Southern,North Carolina,All,202
2011,Southern,Oklahoma,Male,120-130
2011,Southern,Oklahoma,Female,<10
2011,Southern,Oklahoma,All,127
2011,Southern,South Carolina,Male,120-130
2011,Southern,South Carolina,Female,<10
2011,Southern,South Carolina,All,123
2011,Southern,Tennessee,Male,150-160
2011,Southern,Tennessee,Female,<10
2011,Southern,Tennessee,All,162
2011,Southern,Texas,Male,463
2011,Southern,Texas,Female,29
2011,Southern,Texas,All,492
2011,Southern,Virginia,Male,167
2011,Southern,Virginia,Female,13
2011,Southern,Virginia,All,180
2011,Southern,West Virginia,Male,50-60
2011,Southern,West Virginia,Female,<10
2011,Southern,West Virginia,All,60
2011,Western,Alaska,Male,10-20
2011,Western,Alaska,Female,<10
2011,Western,Alaska,All,19
2011,Western,Arizona,Male,190-200
2011,Western,Arizona,Female,<10
2011,Western,Arizona,All,207
2011,Western,California,Male,571
2011,Western,California,Female,26
2011,Western,California,All,597
2011,Western,Colorado,Male,130-140
2011,Western,Colorado,Female,<10
2011,Western,Colorado,All,141
2011,Western,Hawaii,Male,20-30
2011,Western,Hawaii,Female,<10
2011,Western,Hawaii,All,24
2011,Western,Idaho,Male,50-60
2011,Western,Idaho,Female,<10
2011,Western,Idaho,All,58
2011,Western,Montana,Male,50-60
2011,Western,Montana,Female,<10
2011,Western,Montana,All,59
2011,Western,Nevada,Male,70-80
2011,Western,Nevada,Female,<10
2011,Western,Nevada,All,81
2011,Western,New Mexico,Male,60-70
2011,Western,New Mexico,Female,<10
2011,Western,New Mexico,All,70
2011,Western,Oregon,Male,130-140
2011,Western,Oregon,Female,<10
2011,Western,Oregon,All,139
2011,Western,Utah,Male,50-60
2011,Western,Utah,Female,<10
2011,Western,Utah,All,54
2011,Western,Washington,Male,151
2011,Western,Washington,Female,11
2011,Western,Washington,All,162
2011,Western,Wyoming,Male,20-30
2011,Western,Wyoming,Female,<10
2011,Western,Wyoming,All,25
2011,All,U.S. Total,Male,6194
2011,All,U.S. Total,Female,253
2011,All,U.S. Total,All,6447
2012,Northeastern,Connecticut,Male,40-50
2012,Northeastern,Connecticut,Female,<10
2012,Northeastern,Connecticut,All,44
2012,Northeastern,Maine,Male,30-40
2012,Northeastern,Maine,Female,<10
2012,Northeastern,Maine,All,38
2012,Northeastern,Massachusetts,Male,60-70
2012,Northeastern,Massachusetts,Female,<10
2012,Northeastern,Massachusetts,All,70
2012,Northeastern,New Hampshire,Male,30-40
2012,Northeastern,New Hampshire,Female,<10
2012,Northeastern,New Hampshire,All,34
2012,Northeastern,New Jersey,Male,60-70
2012,Northeastern,New Jersey,Female,<10
2012,Northeastern,New Jersey,All,67
2012,Northeastern,New York,Male,190-200
2012,Northeastern,New York,Female,<10
2012,Northeastern,New York,All,194
2012,Northeastern,Pennsylvania,Male,260-270
2012,Northeastern,Pennsylvania,Female,<10
2012,Northeastern,Pennsylvania,All,275
2012,Northeastern,Rhode Island,Male,10-20
2012,Northeastern,Rhode Island,Female,<10
2012,Northeastern,Rhode Island,All,13
2012,Northeastern,Vermont,Male,<10
2012,Northeastern,Vermont,Female,<10
2012,Northeastern,Vermont,All,<10
2012,Midwestern,Illinois,Male,170-180
2012,Midwestern,Illinois,Female,<10
2012,Midwestern,Illinois,All,185
2012,Midwestern,Indiana,Male,150-160
2012,Midwestern,Indiana,Female,<10
2012,Midwestern,Indiana,All,156
2012,Midwestern,Iowa,Male,50-60
2012,Midwestern,Iowa,Female,<10
2012,Midwestern,Iowa,All,54
2012,Midwestern,Kansas,Male,70-80
2012,Midwestern,Kansas,Female,<10
2012,Midwestern,Kansas,All,73
2012,Midwestern,Michigan,Male,160-170
2012,Midwestern,Michigan,Female,<10
2012,Midwestern,Michigan,All,166
2012,Midwestern,Minnesota,Male,110-120
2012,Midwestern,Minnesota,Female,<10
2012,Midwestern,Minnesota,All,120
2012,Midwestern,Missouri,Male,160-170
2012,Midwestern,Missouri,Female,<10
2012,Midwestern,Missouri,All,172
2012,Midwestern,Nebraska,Male,40-50
2012,Midwestern,Nebraska,Female,<10
2012,Midwestern,Nebraska,All,43
2012,Midwestern,North Dakota,Male,10-20
2012,Midwestern,North Dakota,Female,<10
2012,Midwestern,North Dakota,All,19
2012,Midwestern,Ohio,Male,250-260
2012,Midwestern,Ohio,Female,<10
2012,Midwestern,Ohio,All,260
2012,Midwestern,South Dakota,Male,10-20
2012,Midwestern,South Dakota,Female,<10
2012,Midwestern,South Dakota,All,19
2012,Midwestern,Wisconsin,Male,90-100
2012,Midwestern,Wisconsin,Female,<10
2012,Midwestern,Wisconsin,All,103
2012,Southern,Alabama,Male,110-120
2012,Southern,Alabama,Female,<10
2012,Southern,Alabama,All,127
2012,Southern,Arkansas,Male,74
2012,Southern,Arkansas,Female,11
2012,Southern,Arkansas,All,85
2012,Southern,Delaware,Male,10-20
2012,Southern,Delaware,Female,<10
2012,Southern,Delaware,All,19
2012,Southern,District of Columbia,Male,<10
2012,Southern,District of Columbia,Female,<10
2012,Southern,District of Columbia,All,<10
2012,Southern,Florida,Male,512
2012,Southern,Florida,Female,26
2012,Southern,Florida,All,538
2012,Southern,Georgia,Male,178
2012,Southern,Georgia,Female,12
2012,Southern,Georgia,All,190
2012,Southern,Kentucky,Male,100-110
2012,Southern,Kentucky,Female,<10
2012,Southern,Kentucky,All,116
2012,Southern,Louisiana,Male,80-90
2012,Southern,Louisiana,Female,<10
2012,Southern,Louisiana,All,86
2012,Southern,Maryland,Male,90-100
2012,Southern,Maryland,Female,<10
2012,Southern,Maryland,All,93
2012,Southern,Mississippi,Male,60-70
2012,Southern,Mississippi,Female,<10
2012,Southern,Mississippi,All,72
2012,Southern,North Carolina,Male,180-190
2012,Southern,North Carolina,Female,<10
2012,Southern,North Carolina,All,190
2012,Southern,Oklahoma,Male,100-110
2012,Southern,Oklahoma,Female,<10
2012,Southern,Oklahoma,All,111
2012,Southern,South Carolina,Male,110-120
2012,Southern,South Carolina,Female,<10
2012,Southern,South Carolina,All,122
2012,Southern,Tennessee,Male,160-170
2012,Southern,Tennessee,Female,<10
2012,Southern,Tennessee,All,170
2012,Southern,Texas,Male,473
2012,Southern,Texas,Female,18
2012,Southern,Texas,All,491
2012,Southern,Virginia,Male,170-180
2012,Southern,Virginia,Female,<10
2012,Southern,Virginia,All,185
2012,Southern,West Virginia,Male,50-60
2012,Southern,West Virginia,Female,<10
2012,Southern,West Virginia,All,63
2012,Western,Alaska,Male,20-30
2012,Western,Alaska,Female,<10
2012,Western,Alaska,All,23
2012,Western,Arizona,Male,220-230
2012,Western,Arizona,Female,<10
2012,Western,Arizona,All,227
2012,Western,California,Male,517
2012,Western,California,Female,27
2012,Western,California,All,544
2012,Western,Colorado,Male,150-160
2012,Western,Colorado,Female,<10
2012,Western,Colorado,All,163
2012,Western,Hawaii,Male,20-30
2012,Western,Hawaii,Female,<10
2012,Western,Hawaii,All,25
2012,Western,Idaho,Male,40-50
2012,Western,Idaho,Female,<10
2012,Western,Idaho,All,47
2012,Western,Montana,Male,50-60
2012,Western,Montana,Female,<10
2012,Western,Montana,All,53
2012,Western,Nevada,Male,90-100
2012,Western,Nevada,Female,<10
2012,Western,Nevada,All,96
2012,Western,New Mexico,Male,60-70
2012,Western,New Mexico,Female,<10
2012,Western,New Mexico,All,65
2012,Western,Oregon,Male,130-140
2012,Western,Oregon,Female,<10
2012,Western,Oregon,All,140
2012,Western,Utah,Male,60-70
2012,Western,Utah,Female,<10
2012,Western,Utah,All,69
2012,Western,Washington,Male,173
2012,Western,Washington,Female,10
2012,Western,Washington,All,183
2012,Western,Wyoming,Male,20-30
2012,Western,Wyoming,Female,<10
2012,Western,Wyoming,All,30
2012,All,U.S. Total,Male,6201
2012,All,U.S. Total,Female,241
2012,All,U.S. Total,All,6442
2013,Northeastern,Connecticut,Male,30-40
2013,Northeastern,Connecticut,Female,<10
2013,Northeastern,Connecticut,All,34
2013,Northeastern,Maine,Male,40-50
2013,Northeastern,Maine,Female,<10
2013,Northeastern,Maine,All,47
2013,Northeastern,Massachusetts,Male,50-60
2013,Northeastern,Massachusetts,Female,<10
2013,Northeastern,Massachusetts,All,58
2013,Northeastern,New Hampshire,Male,20-30
2013,Northeastern,New Hampshire,Female,<10
2013,Northeastern,New Hampshire,All,26
2013,Northeastern,New Jersey,Male,90-100
2013,Northeastern,New Jersey,Female,<10
2013,Northeastern,New Jersey,All,99
2013,Northeastern,New York,Male,190-200
2013,Northeastern,New York,Female,<10
2013,Northeastern,New York,All,197
2013,Northeastern,Pennsylvania,Male,280-290
2013,Northeastern,Pennsylvania,Female,<10
2013,Northeastern,Pennsylvania,All,289
2013,Northeastern,Rhode Island,Male,10-20
2013,Northeastern,Rhode Island,Female,<10
2013,Northeastern,Rhode Island,All,18
2013,Northeastern,Vermont,Male,10-20
2013,Northeastern,Vermont,Female,<10
2013,Northeastern,Vermont,All,13
2013,Midwestern,Illinois,Male,160-170
2013,Midwestern,Illinois,Female,<10
2013,Midwestern,Illinois,All,172
2013,Midwestern,Indiana,Male,140-150
2013,Midwestern,Indiana,Female,<10
2013,Midwestern,Indiana,All,153
2013,Midwestern,Iowa,Male,60-70
2013,Midwestern,Iowa,Female,<10
2013,Midwestern,Iowa,All,66
2013,Midwestern,Kansas,Male,60-70
2013,Midwestern,Kansas,Female,<10
2013,Midwestern,Kansas,All,71
2013,Midwestern,Michigan,Male,170-180
2013,Midwestern,Michigan,Female,<10
2013,Midwestern,Michigan,All,184
2013,Midwestern,Minnesota,Male,80-90
2013,Midwestern,Minnesota,Female,<10
2013,Midwestern,Minnesota,All,96
2013,Midwestern,Missouri,Male,190
2013,Midwestern,Missouri,Female,11
2013,Midwestern,Missouri,All,201
2013,Midwestern,Nebraska,Male,30-40
2013,Midwestern,Nebraska,Female,<10
2013,Midwestern,Nebraska,All,36
2013,Midwestern,North Dakota,Male,10-20
2013,Midwestern,North Dakota,Female,<10
2013,Midwestern,North Dakota,All,16
2013,Midwestern,Ohio,Male,220-230
2013,Midwestern,Ohio,Female,<10
2013,Midwestern,Ohio,All,231
2013,Midwestern,South Dakota,Male,10-20
2013,Midwestern,South Dakota,Female,<10
2013,Midwestern,South Dakota,All,19
2013,Midwestern,Wisconsin,Male,120-130
2013,Midwestern,Wisconsin,Female,<10
2013,Midwestern,Wisconsin,All,127
2013,Southern,Alabama,Male,120-130
2013,Southern,Alabama,Female,<10
2013,Southern,Alabama,All,134
2013,Southern,Arkansas,Male,90-100
2013,Southern,Arkansas,Female,<10
2013,Southern,Arkansas,All,97
2013,Southern,Delaware,Male,10-20
2013,Southern,Delaware,Female,<10
2013,Southern,Delaware,All,18
2013,Southern,District of Columbia,Male,<10
2013,Southern,District of Columbia,Female,<10
2013,Southern,District of Columbia,All,<10
2013,Southern,Florida,Male,532
2013,Southern,Florida,Female,17
2013,Southern,Florida,All,549
2013,Southern,Georgia,Male,160-170
2013,Southern,Georgia,Female,<10
2013,Southern,Georgia,All,178
2013,Southern,Kentucky,Male,110-120
2013,Southern,Kentucky,Female,<10
2013,Southern,Kentucky,All,118
2013,Southern,Louisiana,Male,80-90
2013,Southern,Louisiana,Female,<10
2013,Southern,Louisiana,All,86
2013,Southern,Maryland,Male,70-80
2013,Southern,Maryland,Female,<10
2013,Southern,Maryland,All,83
2013,Southern,Mississippi,Male,40-50
2013,Southern,Mississippi,Female,<10
2013,Southern,Mississippi,All,49
2013,Southern,North Carolina,Male,190-200
2013,Southern,North Carolina,Female,<10
2013,Southern,North Carolina,All,209
2013,Southern,Oklahoma,Male,110-120
2013,Southern,Oklahoma,Female,<10
2013,Southern,Oklahoma,All,114
2013,Southern,South Carolina,Male,120-130
2013,Southern,South Carolina,Female,<10
2013,Southern,South Carolina,All,127
2013,Southern,Tennessee,Male,160-170
2013,Southern,Tennessee,Female,<10
2013,Southern,Tennessee,All,174
2013,Southern,Texas,Male,476
2013,Southern,Texas,Female,20
2013,Southern,Texas,All,496
2013,Southern,Virginia,Male,170-180
2013,Southern,Virginia,Female,<10
2013,Southern,Virginia,All,189
2013,Southern,West Virginia,Male,60-70
2013,Southern,West Virginia,Female,<10
2013,Southern,West Virginia,All,70
2013,Western,Alaska,Male,10-20
2013,Western,Alaska,Female,<10
2013,Western,Alaska,All,20
2013,Western,Arizona,Male,223
2013,Western,Arizona,Female,13
2013,Western,Arizona,All,236
2013,Western,California,Male,510
2013,Western,California,Female,27
2013,Western,California,All,537
2013,Western,Colorado,Male,140-150
2013,Western,Colorado,Female,<10
2013,Western,Colorado,All,155
2013,Western,Hawaii,Male,20-30
2013,Western,Hawaii,Female,<10
2013,Western,Hawaii,All,28
2013,Western,Idaho,Male,50-60
2013,Western,Idaho,Female,<10
2013,Western,Idaho,All,56
2013,Western,Montana,Male,20-30
2013,Western,Montana,Female,<10
2013,Western,Montana,All,30
2013,Western,Nevada,Male,110-120
2013,Western,Nevada,Female,<10
2013,Western,Nevada,All,112
2013,Western,New Mexico,Male,60-70
2013,Western,New Mexico,Female,<10
2013,Western,New Mexico,All,65
2013,Western,Oregon,Male,130-140
2013,Western,Oregon,Female,<10
2013,Western,Oregon,All,138
2013,Western,Utah,Male,60-70
2013,Western,Utah,Female,<10
2013,Western,Utah,All,67
2013,Western,Washington,Male,165
2013,Western,Washington,Female,10
2013,Western,Washington,All,175
2013,Western,Wyoming,Male,20-30
2013,Western,Wyoming,Female,<10
2013,Western,Wyoming,All,31
2013,All,U.S. Total,Male,6249
2013,All,U.S. Total,Female,254
2013,All,U.S. Total,All,6503
2014,Northeastern,Connecticut,Male,30-40
2014,Northeastern,Connecticut,Female,<10
2014,Northeastern,Connecticut,All,44
2014,Northeastern,Maine,Male,40-50
2014,Northeastern,Maine,Female,<10
2014,Northeastern,Maine,All,49
2014,Northeastern,Massachusetts,Male,60-70
2014,Northeastern,Massachusetts,Female,<10
2014,Northeastern,Massachusetts,All,63
2014,Northeastern,New Hampshire,Male,30-40
2014,Northeastern,New Hampshire,Female,<10
2014,Northeastern,New Hampshire,All,34
2014,Northeastern,New Jersey,Male,70-80
2014,Northeastern,New Jersey,Female,<10
2014,Northeastern,New Jersey,All,83
2014,Northeastern,New York,Male,190-200
2014,Northeastern,New York,Female,<10
2014,Northeastern,New York,All,202
2014,Northeastern,Pennsylvania,Male,270-280
2014,Northeastern,Pennsylvania,Female,<10
2014,Northeastern,Pennsylvania,All,286
2014,Northeastern,Rhode Island,Male,10-20
2014,Northeastern,Rhode Island,Female,<10
2014,Northeastern,Rhode Island,All,14
2014,Northeastern,Vermont,Male,10-20
2014,Northeastern,Vermont,Female,<10
2014,Northeastern,Vermont,All,20
2014,Midwestern,Illinois,Male,173
2014,Midwestern,Illinois,Female,10
2014,Midwestern,Illinois,All,183
2014,Midwestern,Indiana,Male,110-120
2014,Midwestern,Indiana,Female,<10
2014,Midwestern,Indiana,All,121
2014,Midwestern,Iowa,Male,60-70
2014,Midwestern,Iowa,Female,<10
2014,Midwestern,Iowa,All,72
2014,Midwestern,Kansas,Male,60-70
2014,Midwestern,Kansas,Female,<10
2014,Midwestern,Kansas,All,71
2014,Midwestern,Michigan,Male,190-200
2014,Midwestern,Michigan,Female,<10
2014,Midwestern,Michigan,All,205
2014,Midwestern,Minnesota,Male,90-100
2014,Midwestern,Minnesota,Female,<10
2014,Midwestern,Minnesota,All,96
2014,Midwestern,Missouri,Male,180-190
2014,Midwestern,Missouri,Female,<10
2014,Midwestern,Missouri,All,186
2014,Midwestern,Nebraska,Male,40-50
2014,Midwestern,Nebraska,Female,<10
2014,Midwestern,Nebraska,All,53
2014,Midwestern,North Dakota,Male,10-20
2014,Midwestern,North Dakota,Female,<10
2014,Midwestern,North Dakota,All,17
2014,Midwestern,Ohio,Male,219
2014,Midwestern,Ohio,Female,18
2014,Midwestern,Ohio,All,237
2014,Midwestern,South Dakota,Male,20-30
2014,Midwestern,South Dakota,Female,<10
2014,Midwestern,South Dakota,All,24
2014,Midwestern,Wisconsin,Male,110-120
2014,Midwestern,Wisconsin,Female,<10
2014,Midwestern,Wisconsin,All,126
2014,Southern,Alabama,Male,110-120
2014,Southern,Alabama,Female,<10
2014,Southern,Alabama,All,116
2014,Southern,Arkansas,Male,80-90
2014,Southern,Arkansas,Female,<10
2014,Southern,Arkansas,All,92
2014,Southern,Delaware,Male,20-30
2014,Southern,Delaware,Female,<10
2014,Southern,Delaware,All,22
2014,Southern,District of Columbia,Male,<10
2014,Southern,District of Columbia,Female,<10
2014,Southern,District of Columbia,All,<10
2014,Southern,Florida,Male,523
2014,Southern,Florida,Female,25
2014,Southern,Florida,All,548
2014,Southern,Georgia,Male,160-170
2014,Southern,Georgia,Female,<10
2014,Southern,Georgia,All,172
2014,Southern,Kentucky,Male,120-130
2014,Southern,Kentucky,Female,<10
2014,Southern,Kentucky,All,130
2014,Southern,Louisiana,Male,100-110
2014,Southern,Louisiana,Female,<10
2014,Southern,Louisiana,All,104
2014,Southern,Maryland,Male,70-80
2014,Southern,Maryland,Female,<10
2014,Southern,Maryland,All,81
2014,Southern,Mississippi,Male,50-60
2014,Southern,Mississippi,Female,<10
2014,Southern,Mississippi,All,62
2014,Southern,North Carolina,Male,198
2014,Southern,North Carolina,Female,10
2014,Southern,North Carolina,All,208
2014,Southern,Oklahoma,Male,120-130
2014,Southern,Oklahoma,Female,<10
2014,Southern,Oklahoma,All,130
2014,Southern,South Carolina,Male,110-120
2014,Southern,South Carolina,Female,<10
2014,Southern,South Carolina,All,118
2014,Southern,Tennessee,Male,140-150
2014,Southern,Tennessee,Female,<10
2014,Southern,Tennessee,All,151
2014,Southern,Texas,Male,453
2014,Southern,Texas,Female,29
2014,Southern,Texas,All,482
2014,Southern,Virginia,Male,160-170
2014,Southern,Virginia,Female,<10
2014,Southern,Virginia,All,177
2014,Southern,West Virginia,Male,60-70
2014,Southern,West Virginia,Female,<10
2014,Southern,West Virginia,All,64
2014,Western,Alaska,Male,20-30
2014,Western,Alaska,Female,<10
2014,Western,Alaska,All,31
2014,Western,Arizona,Male,234
2014,Western,Arizona,Female,12
2014,Western,Arizona,All,246
2014,Western,California,Male,598
2014,Western,California,Female,23
2014,Western,California,All,621
2014,Western,Colorado,Male,160-170
2014,Western,Colorado,Female,<10
2014,Western,Colorado,All,170
2014,Western,Hawaii,Male,20-30
2014,Western,Hawaii,Female,<10
2014,Western,Hawaii,All,24
2014,Western,Idaho,Male,40-50
2014,Western,Idaho,Female,<10
2014,Western,Idaho,All,49
2014,Western,Montana,Male,40-50
2014,Western,Montana,Female,<10
2014,Western,Montana,All,50
2014,Western,Nevada,Male,100-110
2014,Western,Nevada,Female,<10
2014,Western,Nevada,All,108
2014,Western,New Mexico,Male,70-80
2014,Western,New Mexico,Female,<10
2014,Western,New Mexico,All,86
2014,Western,Oregon,Male,120-130
2014,Western,Oregon,Female,<10
2014,Western,Oregon,All,132
2014,Western,Utah,Male,60-70
2014,Western,Utah,Female,<10
2014,Western,Utah,All,73
2014,Western,Washington,Male,170-180
2014,Western,Washington,Female,<10
2014,Western,Washington,All,185
2014,Western,Wyoming,Male,20-30
2014,Western,Wyoming,Female,<10
2014,Western,Wyoming,All,23
2014,All,U.S. Total,Male,6353
2014,All,U.S. Total,Female,294
2014,All,U.S. Total,All,6647
2015,Northeastern,Connecticut,Male,40-50
2015,Northeastern,Connecticut,Female,<10
2015,Northeastern,Connecticut,All,44
2015,Northeastern,Maine,Male,50-60
2015,Northeastern,Maine,Female,<10
2015,Northeastern,Maine,All,54
2015,Northeastern,Massachusetts,Male,60-70
2015,Northeastern,Massachusetts,Female,<10
2015,Northeastern,Massachusetts,All,69
2015,Northeastern,New Hampshire,Male,30-40
2015,Northeastern,New Hampshire,Female,<10
2015,Northeastern,New Hampshire,All,32
2015,Northeastern,New Jersey,Male,70-80
2015,Northeastern,New Jersey,Female,<10
2015,Northeastern,New Jersey,All,76
2015,Northeastern,New York,Male,158
2015,Northeastern,New York,Female,10
2015,Northeastern,New York,All,168
2015,Northeastern,Pennsylvania,Male,250-260
2015,Northeastern,Pennsylvania,Female,<10
2015,Northeastern,Pennsylvania,All,263
2015,Northeastern,Rhode Island,Male,10-20
2015,Northeastern,Rhode Island,Female,<10
2015,Northeastern,Rhode Island,All,16
2015,Northeastern,Vermont,Male,10-20
2015,Northeastern,Vermont,Female,<10
2015,Northeastern,Vermont,All,20
2015,Midwestern,Illinois,Male,150-160
2015,Midwestern,Illinois,Female,<10
2015,Midwestern,Illinois,All,164
2015,Midwestern,Indiana,Male,100-110
2015,Midwestern,Indiana,Female,<10
2015,Midwestern,Indiana,All,113
2015,Midwestern,Iowa,Male,60-70
2015,Midwestern,Iowa,Female,<10
2015,Midwestern,Iowa,All,68
2015,Midwestern,Kansas,Male,60-70
2015,Midwestern,Kansas,Female,<10
2015,Midwestern,Kansas,All,73
2015,Midwestern,Michigan,Male,184
2015,Midwestern,Michigan,Female,10
2015,Midwestern,Michigan,All,194
2015,Midwestern,Minnesota,Male,70-80
2015,Midwestern,Minnesota,Female,<10
2015,Midwestern,Minnesota,All,81
2015,Midwestern,Missouri,Male,170-180
2015,Midwestern,Missouri,Female,<10
2015,Midwestern,Missouri,All,187
2015,Midwestern,Nebraska,Male,20-30
2015,Midwestern,Nebraska,Female,<10
2015,Midwestern,Nebraska,All,26
2015,Midwestern,North Dakota,Male,20-30
2015,Midwestern,North Dakota,Female,<10
2015,Midwestern,North Dakota,All,21
2015,Midwestern,Ohio,Male,230-240
2015,Midwestern,Ohio,Female,<10
2015,Midwestern,Ohio,All,241
2015,Midwestern,South Dakota,Male,20-30
